Price,Taxes,Outbound1AirportDeparture,Outbound1AirportArrival,Outbound1TimeDeparture,Outbound1TimeArrival,Outbound1FlightNumber,Outbound2AirportDeparture,Outbound2AirportArrival,Outbound2TimeDeparture,Outbound2TimeArrival,Outbound2FlightNumber,Inbound1AirportDeparture,Inbound1AirportArrival,Inbound1TimeDeparture,Inbound1TimeArrival,Inbound1FlightNumber,Inbound2AirportDeparture,Inbound2AirportArrival,Inbound2TimeDeparture,Inbound2TimeArrival,Inbound2FlightNumber
760.38,70.38,CPH,AMS,2024/08/23 14:10,2024/08/23 15:35,UX3757,AMS,MAD,2024/08/24 07:40,2024/08/24 10:15,UX3766,MAD,AMS,2024/08/29 07:05,2024/08/29 09:45,UX1091,AMS,CPH,2024/08/29 12:20,2024/08/29 13:40,UX3786
